medalist_name,medal,gender,sport,medalist_id,sport_id
Chris Hoy,Gold,male,track cycling,486,9
Chris Newton,Bronze,male,track cycling,487,9
Ed Clancy,Gold,male,track cycling,488,9
Geraint Thomas,Gold,male,track cycling,489,9
Grégory Baugé,Silver,male,track cycling,490,9
Hayden Roulston,Silver,male,track cycling,491,9
Jamie Staff,Gold,male,track cycling,492,9
Jason Kenny,Silver,male,track cycling,493,9
Jens-Erik Madsen,Silver,male,track cycling,494,9
Jesse Sergent,Bronze,male,track cycling,495,9
Joan Llaneras Roselló,Silver,male,track cycling,496,9
Juan Curuchet,Gold,male,track cycling,497,9
Kiyofumi Nagai,Bronze,male,track cycling,498,9
Kévin Sireau,Silver,male,track cycling,499,9
Marc Ryan,Bronze,male,track cycling,500,9
Maximilian Levy,Bronze,male,track cycling,501,9
Michael Færk Christensen,Silver,male,track cycling,502,9
Michael Mørkøv,Silver,male,track cycling,503,9
Mickaël Bourgain,Bronze,male,track cycling,504,9
Mikhail Ignatiev,Bronze,male,track cycling,505,9
Paul Manning,Gold,male,track cycling,506,9
René Enders,Bronze,male,track cycling,507,9
Roger Kluge,Silver,male,track cycling,508,9
Ross Edgar,Silver,male,track cycling,509,9
Sam Bewley,Bronze,male,track cycling,510,9
Stefan Nimke,Bronze,male,track cycling,511,9
Steven Burke,Bronze,male,track cycling,512,9
Toni Tauler,Silver,male,track cycling,513,9
Walter Pérez,Gold,male,track cycling,514,9
Westley Gough,Bronze,male,track cycling,515,9
Anna Meares,Silver,female,track cycling,516,9
Guo Shuang,Bronze,female,track cycling,517,9
Leire Olaberria,Bronze,female,track cycling,518,9
Lesya Kalytovska,Bronze,female,track cycling,519,9
Marianne Vos,Gold,female,track cycling,520,9
Rebecca Romero,Gold,female,track cycling,521,9
Victoria Pendleton,Gold,female,track cycling,522,9
Wendy Houvenaghel,Silver,female,track cycling,523,9
Yoanka González,Silver,female,track cycling,524,9
Jean-Christophe Péraud,Silver,male,mountain biking,525,10
Julien Absalon,Gold,male,mountain biking,526,10
Nino Schurter,Bronze,male,mountain biking,527,10
Irina Kalentieva,Bronze,female,mountain biking,528,10
Maja Włoszczowska,Silver,female,mountain biking,529,10
Sabine Spitz,Gold,female,mountain biking,530,10
Donny Robinson,Bronze,male,bmx,531,11
Mike Day,Silver,male,bmx,532,11
Māris Štrombergs,Gold,male,bmx,533,11
Anne-Caroline Chausson,Gold,female,bmx,534,11
Jill Kintner,Bronze,female,bmx,535,11
Laëtitia Le Corguillé,Silver,female,bmx,536,11
Alexandre Despatie,Silver,male,diving,537,12
Dmitri Sautin,Silver,male,diving,538,12
Dmitriy Dobroskok,Bronze,male,diving,539,12
Gleb Galperin,Bronze,male,diving,540,12
He Chong,Gold,male,diving,541,12
Huo Liang,Gold,male,diving,542,12
Illya Kvasha,Bronze,male,diving,543,12
Lin Yue,Gold,male,diving,544,12
Matthew Mitcham,Gold,male,diving,545,12
Oleksiy Pryhorov,Bronze,male,diving,546,12
Patrick Hausding,Silver,male,diving,547,12
Qin Kai,Bronze,male,diving,548,12
Sascha Klein,Silver,male,diving,549,12
Wang Feng,Gold,male,diving,550,12
Yuriy Kunakov,Silver,male,diving,551,12
Zhou Lüxin,Silver,male,diving,552,12
Anastasia Pozdniakova,Silver,female,diving,553,12
Briony Cole,Silver,female,diving,554,12
Chen Ruolin,Gold,female,diving,555,12
Ditte Kotzian,Bronze,female,diving,556,12
Guo Jingjing,Gold,female,diving,557,12
Heike Fischer,Bronze,female,diving,558,12
Melissa Wu,Silver,female,diving,559,12
Paola Espinosa,Bronze,female,diving,560,12
Tatiana Ortiz,Bronze,female,diving,561,12
Wang Xin,Bronze,female,diving,562,12
Wu Minxia,Bronze,female,diving,563,12
Yuliya Pakhalina,Silver,female,diving,564,12
Émilie Heymans,Silver,female,diving,565,12
Anky van Grunsven,Gold,female,equestrian sport,566,13
Anne van Olst,Bronze,female,equestrian sport,567,13
Beezie Madden,Bronze,female,equestrian sport,568,13
Christina Liebherr,Bronze,female,equestrian sport,569,13
Daisy Dick,Bronze,female,equestrian sport,570,13
Gina Miles,Silver,female,equestrian sport,571,13
Heike Kemmer,Bronze,female,equestrian sport,572,13
Imke Bartels,Silver,female,equestrian sport,573,13
Ingrid Klimke,Gold,female,equestrian sport,574,13
Isabell Werth,Silver,female,equestrian sport,575,13
Jill Henselwood,Silver,female,equestrian sport,576,13
Kristina Cook,Bronze,female,equestrian sport,577,13
Laura Kraut,Gold,female,equestrian sport,578,13
Lucinda Fredericks,Silver,female,equestrian sport,579,13
Mary King,Bronze,female,equestrian sport,580,13
Megan Jones,Silver,female,equestrian sport,581,13
Nadine Capellmann,Gold,female,equestrian sport,582,13
Princess Nathalie of Sayn-Wittgenstein-Berleburg,Bronze,female,equestrian sport,583,13
Sharon Hunt,Bronze,female,equestrian sport,584,13
Sonja Johnson,Silver,female,equestrian sport,585,13
Andreas Dibowski,Gold,male,equestrian sport,586,13
Andreas Helgstrand,Bronze,male,equestrian sport,587,13
Clayton Fredericks,Silver,male,equestrian sport,588,13
Eric Lamaze,Gold,male,equestrian sport,589,13
Frank Ostholt,Gold,male,equestrian sport,590,13
Hans Peter Minderhoud,Silver,male,equestrian sport,591,13
Hinrich Romeike,Gold,male,equestrian sport,592,13
Ian Millar,Silver,male,equestrian sport,593,13
Mac Cone,Silver,male,equestrian sport,594,13
McLain Ward,Gold,male,equestrian sport,595,13
Niklaus Schurtenberger,Bronze,male,equestrian sport,596,13
Peter Thomsen,Gold,male,equestrian sport,597,13
Pius Schwizer,Bronze,male,equestrian sport,598,13
Rolf-Göran Bengtsson,Silver,male,equestrian sport,599,13
Shane Rose,Silver,male,equestrian sport,600,13
Steve Guerdat,Bronze,male,equestrian sport,601,13
Will Simpson,Gold,male,equestrian sport,602,13
William Fox-Pitt,Bronze,male,equestrian sport,603,13
Adam Wiercioch,Silver,male,fencing,604,14
Aldo Montano,Bronze,male,fencing,605,14
Alfredo Rota,Bronze,male,fencing,606,14
Benjamin Kleibrink,Gold,male,fencing,607,14
Boris Sanson,Gold,male,fencing,608,14
Diego Confalonieri,Bronze,male,fencing,609,14
Diego Occhiuzzi,Bronze,male,fencing,610,14
Fabrice Jeannet,Silver,male,fencing,611,14
Gianpiero Pastore,Bronze,male,fencing,612,14
James Leighman Williams,Silver,male,fencing,613,14
Jason Rogers,Silver,male,fencing,614,14
José Luis Abajo,Bronze,male,fencing,615,14
Julien Pillet,Gold,male,fencing,616,14
Jérôme Jeannet,Gold,male,fencing,617,14
Keeth Smart,Silver,male,fencing,618,14
Luigi Tarantino,Bronze,male,fencing,619,14
Matteo Tagliariol,Gold,male,fencing,620,14
Mihai Covaliu,Bronze,male,fencing,621,14
Nicolas Lopez,Silver,male,fencing,622,14
Radosław Zawrotniak,Silver,male,fencing,623,14
Robert Andrzejuk,Silver,male,fencing,624,14
Salvatore Sanzo,Bronze,male,fencing,625,14
Stefano Carozzo,Bronze,male,fencing,626,14
Tim Morehouse,Silver,male,fencing,627,14
Tomasz Motyka,Silver,male,fencing,628,14
Ulrich Robeiri,Gold,male,fencing,629,14
Yūki Ōta,Silver,male,fencing,630,14
Zhong Man,Gold,male,fencing,631,14
Aida Shanayeva,Gold,female,fencing,632,14
Ana Maria Popescu,Silver,female,fencing,633,14
Bao Yingying,Silver,female,fencing,634,14
Britta Heidemann,Gold,female,fencing,635,14
Emily Cross,Silver,female,fencing,636,14
Erinn Smart,Silver,female,fencing,637,14
Giovanna Trillini,Bronze,female,fencing,638,14
Halyna Pundyk,Gold,female,fencing,639,14
Hanna Thompson,Silver,female,fencing,640,14
Huang Haiyang,Silver,female,fencing,641,14
Ilaria Salvatori,Bronze,female,fencing,642,14
Ildikó Mincza-Nébald,Bronze,female,fencing,643,14
Margherita Granbassi,Bronze,female,fencing,644,14
Mariel Zagunis,Gold,female,fencing,645,14
Nam Hyun-Hee,Silver,female,fencing,646,14
Ni Hong,Silver,female,fencing,647,14
Olena Khomrova,Gold,female,fencing,648,14
Olha Kharlan,Gold,female,fencing,649,14
Olha Zhovnir,Gold,female,fencing,650,14
Rebecca Ward,Bronze,female,fencing,651,14
Sada Jacobson,Silver,female,fencing,652,14
Svetlana Boiko,Gold,female,fencing,653,14
Tan Xue,Silver,female,fencing,654,14
Valentina Vezzali,Gold,female,fencing,655,14
Viktoria Nikishina,Gold,female,fencing,656,14
Yevgeniya Lamonova,Gold,female,fencing,657,14
Albert Sala,Silver,male,field hockey,658,15
Alex Fàbregas,Silver,male,field hockey,659,15
Andrew Smith,Bronze,male,field hockey,660,15
Benjamin Weß,Gold,male,field hockey,661,15
Bevan George,Bronze,male,field hockey,662,15
Carlos Nevado,Gold,male,field hockey,663,15
Christopher Zeller,Gold,male,field hockey,664,15
David Alegre,Silver,male,field hockey,665,15
David Guest,Bronze,male,field hockey,666,15
Des Abbott,Bronze,male,field hockey,667,15
Eddie Ockenden,Bronze,male,field hockey,668,15
Eduard Arbós,Silver,male,field hockey,669,15
Eduard Tubau,Silver,male,field hockey,670,15
Eli Matheson,Bronze,male,field hockey,671,15
Fergus Kavanagh,Bronze,male,field hockey,672,15
Florian Keller,Gold,male,field hockey,673,15
Francisco Cortés,Silver,male,field hockey,674,15
Francisco Fábregas Monegal,Silver,male,field hockey,675,15
Grant Schubert,Bronze,male,field hockey,676,15
Jamie Dwyer,Bronze,male,field hockey,677,15
Jan-Marco Montag,Gold,male,field hockey,678,15
Juan Fernández La Villa,Silver,male,field hockey,679,15
Kiel Brown,Bronze,male,field hockey,680,15
Liam de Young,Bronze,male,field hockey,681,15
Luke Doerner,Bronze,male,field hockey,682,15
Mark Knowles,Bronze,male,field hockey,683,15
Matthew Wells,Bronze,male,field hockey,684,15
Matthias Witthaus,Gold,male,field hockey,685,15
Max Weinhold,Gold,male,field hockey,686,15
Maximilian Müller,Gold,male,field hockey,687,15
Moritz Fürste,Gold,male,field hockey,688,15
Niklas Meinert,Gold,male,field hockey,689,15
Oliver Korn,Gold,male,field hockey,690,15
Philip Witte,Gold,male,field hockey,691,15
Philipp Zeller,Gold,male,field hockey,692,15
Pol Amat,Silver,male,field hockey,693,15
Ramón Alegre,Silver,male,field hockey,694,15
Robert Hammond,Bronze,male,field hockey,695,15
Roc Oliva,Silver,male,field hockey,696,15
Rodrigo Garza,Silver,male,field hockey,697,15
Santi Freixa,Silver,male,field hockey,698,15
Sebastian Biederlack,Gold,male,field hockey,699,15
Sergi Enrique,Silver,male,field hockey,700,15
Stephen Lambert,Bronze,male,field hockey,701,15
Tibor Weißenborn,Gold,male,field hockey,702,15
Timo Weß,Gold,male,field hockey,703,15
Tobias Hauke,Gold,male,field hockey,704,15
Travis Brooks,Bronze,male,field hockey,705,15
Víctor Sojo,Silver,male,field hockey,706,15
Xavier Ribas,Silver,male,field hockey,707,15
Alejandra Gulla,Bronze,female,field hockey,708,15
Belén Succi,Bronze,female,field hockey,709,15
Carla Rebecchi,Bronze,female,field hockey,710,15
Chen Qiuqi,Silver,female,field hockey,711,15
Chen Zhaoxia,Silver,female,field hockey,712,15
Cheng Hui,Silver,female,field hockey,713,15
Claudia Burkart,Bronze,female,field hockey,714,15
Eefke Mulder,Gold,female,field hockey,715,15
Ellen Hoog,Gold,female,field hockey,716,15
Eva de Goede,Gold,female,field hockey,717,15
Fatima Moreira de Melo,Gold,female,field hockey,718,15
Fu Baorong,Silver,female,field hockey,719,15
Gao Lihua,Silver,female,field hockey,720,15
Giselle Kañevsky,Bronze,female,field hockey,721,15
Huang Junxia,Silver,female,field hockey,722,15
Janneke Schopman,Gold,female,field hockey,723,15
Li Hongxia,Silver,female,field hockey,724,15
Li Shuang,Silver,female,field hockey,725,15
Lidewij Welten,Gold,female,field hockey,726,15
Lisanne de Roever,Gold,female,field hockey,727,15
Luciana Aymar,Bronze,female,field hockey,728,15
Ma Yibo,Silver,female,field hockey,729,15
Maartje Goderie,Gold,female,field hockey,730,15
Maartje Paumen,Gold,female,field hockey,731,15
Magdalena Aicega,Bronze,female,field hockey,732,15
Mariana González Oliva,Bronze,female,field hockey,733,15
Mariana Rossi,Bronze,female,field hockey,734,15
Marilyn Agliotti,Gold,female,field hockey,735,15
Mariné Russo,Bronze,female,field hockey,736,15
María de la Paz Hernández,Bronze,female,field hockey,737,15
Mercedes Margalot,Bronze,female,field hockey,738,15
Miek van Geenhuizen,Gold,female,field hockey,739,15
Minke Booij,Gold,female,field hockey,740,15
Minke Smeets,Gold,female,field hockey,741,15
Naomi van As,Gold,female,field hockey,742,15
Noel Barrionuevo,Bronze,female,field hockey,743,15
Pan Fengzhen,Silver,female,field hockey,744,15
Paola Vukojicic,Bronze,female,field hockey,745,15
Ren Ye,Silver,female,field hockey,746,15
Rosario Luchetti,Bronze,female,field hockey,747,15
Soledad García,Bronze,female,field hockey,748,15
Song Qingling,Silver,female,field hockey,749,15
Sophie Polkamp,Gold,female,field hockey,750,15
Tang Chunling,Silver,female,field hockey,751,15
Wieke Dijkstra,Gold,female,field hockey,752,15
Zhang Yimeng,Silver,female,field hockey,753,15
Zhao Yudiao,Silver,female,field hockey,754,15
Zhou Wanfeng,Silver,female,field hockey,755,15
Alex Sandro da Silva,Bronze,male,association football,756,16
Alexandre Pato,Bronze,male,association football,757,16
Ambruse Vanzekin,Silver,male,association football,758,16
Anderson,Bronze,male,association football,759,16
Breno Borges,Bronze,male,association football,760,16
Chibuzor Okonkwo,Silver,male,association football,761,16
Chinedu Obasi,Silver,male,association football,762,16
Dele Adeleye,Silver,male,association football,763,16
Diego Alves,Bronze,male,association football,764,16
Diego Buonanotte,Gold,male,association football,765,16
Diego Ribas da Cunha,Bronze,male,association football,766,16
Efe Ambrose,Silver,male,association football,767,16
Emmanuel Ekpo,Silver,male,association football,768,16
Ezequiel Garay,Gold,male,association football,769,16
Ezequiel Lavezzi,Gold,male,association football,770,16
Federico Fazio,Gold,male,association football,771,16
Fernando Gago,Gold,male,association football,772,16
Hernanes,Bronze,male,association football,773,16
Ikechukwu Ezenwa,Silver,male,association football,774,16
Ilsinho,Bronze,male,association football,775,16
Isaac Promise,Silver,male,association football,776,16
Javier Mascherano,Gold,male,association football,777,16
José Sosa,Gold,male,association football,778,16
Juan Román Riquelme,Gold,male,association football,779,16
Jô,Bronze,male,association football,780,16
Lautaro Acosta,Gold,male,association football,781,16
Lionel Messi,Gold,male,association football,782,16
Lucas Leiva,Bronze,male,association football,783,16
Luciano Fabián Monzón,Gold,male,association football,784,16
Marcel,Bronze,male,association football,785,16
Monday James,Silver,male,association football,786,16
Nicolás Navarro,Gold,male,association football,787,16
Nicolás Pareja,Gold,male,association football,788,16
Oladapo Olufemi,Silver,male,association football,789,16
Olubayo Adefemi,Silver,male,association football,790,16
Oluwafemi Ajilore,Silver,male,association football,791,16
Onyekachi Apam,Silver,male,association football,792,16
Oscar Ustari,Gold,male,association football,793,16
Pablo Zabaleta,Gold,male,association football,794,16
Peter Odemwingie,Silver,male,association football,795,16
Rafael Sóbis,Bronze,male,association football,796,16
Rafinha,Bronze,male,association football,797,16
Ramires,Bronze,male,association football,798,16
Renan Brito Soares,Bronze,male,association football,799,16
Ronaldinho,Bronze,male,association football,800,16
Sani Kaita,Silver,male,association football,801,16
Sergio Agüero,Gold,male,association football,802,16
Sergio Romero,Gold,male,association football,803,16
Solomon Okoronkwo,Silver,male,association football,804,16
Thiago Neves,Bronze,male,association football,805,16
Thiago Silva,Bronze,male,association football,806,16
Victor Anichebe,Silver,male,association football,807,16
Victor Obinna,Silver,male,association football,808,16
Ángel Di María,Gold,male,association football,809,16
Éver Banega,Gold,male,association football,810,16
Aly Wagner,Gold,female,association football,811,16
Amy Rodriguez,Gold,female,association football,812,16
Andréia Rosa,Silver,female,association football,813,16
Andréia Suntaque,Silver,female,association football,814,16
Angela Hucles,Gold,female,association football,815,16
Anja Mittag,Bronze,female,association football,816,16
Annike Krahn,Bronze,female,association football,817,16
Ariane Hingst,Bronze,female,association football,818,16
Babett Peter,Bronze,female,association football,819,16
Birgit Prinz,Bronze,female,association football,820,16
Bárbara Micheline do Monte Barbosa,Silver,female,association football,821,16
Carli Lloyd,Gold,female,association football,822,16
Christie Pearce,Gold,female,association football,823,16
Conny Pohlers,Bronze,female,association football,824,16
Cristiane Rozeira,Silver,female,association football,825,16
Célia Šašić,Bronze,female,association football,826,16
Daniela Alves Lima,Silver,female,association football,827,16
Ester,Silver,female,association football,828,16
Fabiana Simões,Silver,female,association football,829,16
Fatmire Alushi,Bronze,female,association football,830,16
Formiga,Silver,female,association football,831,16
Francielle,Silver,female,association football,832,16
Heather Mitts,Gold,female,association football,833,16
Heather O'Reilly,Gold,female,association football,834,16
Hope Solo,Gold,female,association football,835,16
Kate Markgraf,Gold,female,association football,836,16
Kerstin Garefrekes,Bronze,female,association football,837,16
Kerstin Stegemann,Bronze,female,association football,838,16
Lauren Holiday,Gold,female,association football,839,16
Linda Bresonik,Bronze,female,association football,840,16
Lindsay Tarpley,Gold,female,association football,841,16
Lori Chalupny,Gold,female,association football,842,16
Marta,Silver,female,association football,843,16
Maurine Dornelles Gonçalves,Silver,female,association football,844,16
Maycon,Silver,female,association football,845,16
Melanie Behringer,Bronze,female,association football,846,16
Nadine Angerer,Bronze,female,association football,847,16
Natasha Kai,Gold,female,association football,848,16
Nicole Barnhart,Gold,female,association football,849,16
Pretinha,Silver,female,association football,850,16
Rachel van Hollebeke,Gold,female,association football,851,16
Renata Costa,Silver,female,association football,852,16
Renate Lingor,Bronze,female,association football,853,16
Rosana dos Santos Augusto,Silver,female,association football,854,16
Sandra Smisek,Bronze,female,association football,855,16
Saskia Bartusiak,Bronze,female,association football,856,16
Shannon Boxx,Gold,female,association football,857,16
Simone Gomes Jatobá,Silver,female,association football,858,16
Simone Laudehr,Bronze,female,association football,859,16
Stephanie Cox,Gold,female,association football,860,16
Tobin Heath,Gold,female,association football,861,16
Tânia Maria Pereira Ribeiro,Silver,female,association football,862,16
Ursula Holl,Bronze,female,association football,863,16
Érika Cristiano dos Santos,Silver,female,association football,864,16
Alexander Artemev,Bronze,male,artistic gymnastics,865,17
Anton Fokin,Bronze,male,artistic gymnastics,866,17
Anton Golotsutskov,Bronze,male,artistic gymnastics,867,17
Benoît Caranobe,Bronze,male,artistic gymnastics,868,17
Chen Yibing,Gold,male,artistic gymnastics,869,17
Fabian Hambüchen,Bronze,male,artistic gymnastics,870,17
Filip Ude,Silver,male,artistic gymnastics,871,17
Gervasio Deferr,Silver,male,artistic gymnastics,872,17
Hiroyuki Tomita,Silver,male,artistic gymnastics,873,17
Huang Xu,Gold,male,artistic gymnastics,874,17
Jonathan Horton,Bronze,male,artistic gymnastics,875,17
Joseph Hagerty,Bronze,male,artistic gymnastics,876,17
Justin Spring,Bronze,male,artistic gymnastics,877,17
Kevin Tan,Bronze,male,artistic gymnastics,878,17
Koki Sakamoto,Silver,male,artistic gymnastics,879,17
Kōhei Uchimura,Silver,male,artistic gymnastics,880,17
Leszek Blanik,Gold,male,artistic gymnastics,881,17
Li Xiaopeng,Gold,male,artistic gymnastics,882,17
Louis Smith,Bronze,male,artistic gymnastics,883,17
Makoto Okiguchi,Silver,male,artistic gymnastics,884,17
Oleksandr Vorobiov,Bronze,male,artistic gymnastics,885,17
Raj Bhavsar,Bronze,male,artistic gymnastics,886,17
Takehiro Kashima,Silver,male,artistic gymnastics,887,17
Takuya Nakase,Silver,male,artistic gymnastics,888,17
Thomas Bouhail,Silver,male,artistic gymnastics,889,17
Xiao Qin,Gold,male,artistic gymnastics,890,17
Yang Wei,Gold,male,artistic gymnastics,891,17
Yoo Won-chul,Silver,male,artistic gymnastics,892,17
Zou Kai,Gold,male,artistic gymnastics,893,17
Alicia Sacramone,Silver,female,artistic gymnastics,894,17
Anamaria Tămârjan,Bronze,female,artistic gymnastics,895,17
Andreea Acatrinei,Bronze,female,artistic gymnastics,896,17
Andreea Grigore,Bronze,female,artistic gymnastics,897,17
Bridget Sloan,Silver,female,artistic gymnastics,898,17
Chellsie Memmel,Silver,female,artistic gymnastics,899,17
Cheng Fei,Gold,female,artistic gymnastics,900,17
Deng Linlin,Gold,female,artistic gymnastics,901,17
Gabriela Drăgoi,Bronze,female,artistic gymnastics,902,17
He Kexin,Gold,female,artistic gymnastics,903,17
Hong Un-jong,Gold,female,artistic gymnastics,904,17
Jiang Yuyuan,Gold,female,artistic gymnastics,905,17
Li Shanshan,Gold,female,artistic gymnastics,906,17
Nastia Liukin,Gold,female,artistic gymnastics,907,17
Oksana Chusovitina,Silver,female,artistic gymnastics,908,17
Samantha Peszek,Silver,female,artistic gymnastics,909,17
Sandra Izbașa,Bronze,female,artistic gymnastics,910,17
Shawn Johnson East,Silver,female,artistic gymnastics,911,17
Steliana Nistor,Bronze,female,artistic gymnastics,912,17
Yang Yilin,Bronze,female,artistic gymnastics,913,17
Alina Tumilovich,Bronze,female,rhythmic gymnastics,914,18
Anastasia Ivankova,Bronze,female,rhythmic gymnastics,915,18
Anna Bessonova,Bronze,female,rhythmic gymnastics,916,18
Anna Gavrilenko,Gold,female,rhythmic gymnastics,917,18
Cai Tong-Tong,Silver,female,rhythmic gymnastics,918,18
Chou Tao,Silver,female,rhythmic gymnastics,919,18
Daria Shkurikhina,Gold,female,rhythmic gymnastics,920,18
Glafira Martinovich,Bronze,female,rhythmic gymnastics,921,18
Inna Zhukova,Silver,female,rhythmic gymnastics,922,18
Ksenia Sankovich,Bronze,female,rhythmic gymnastics,923,18
Lü Yuanyang,Silver,female,rhythmic gymnastics,924,18
Margarita Aliychuk,Gold,female,rhythmic gymnastics,925,18
Natalia Zuyeva,Gold,female,rhythmic gymnastics,926,18
Olesya Babushkina,Bronze,female,rhythmic gymnastics,927,18
