medalist_name,medal,gender,sport,medalist_id,sport_id
Ricky Berens,Gold,male,swimming,1424,27
Ryan Cochrane,Bronze,male,swimming,1425,27
Ryan Lochte,Gold,male,swimming,1426,27
Takeshi Matsuda,Bronze,male,swimming,1427,27
Takuro Fujii,Bronze,male,swimming,1428,27
Thomas Lurz,Bronze,male,swimming,1429,27
Yevgeny Lagunov,Silver,male,swimming,1430,27
Zhang Lin,Silver,male,swimming,1431,27
Alessia Filippi,Silver,female,swimming,1432,27
Alice Tait,Bronze,female,swimming,1433,27
Allison Schmitt,Bronze,female,swimming,1434,27
Angie Bainbridge,Gold,female,swimming,1435,27
Britta Steffen,Gold,female,swimming,1436,27
Bronte Barratt,Gold,female,swimming,1437,27
Caroline Burckle,Bronze,female,swimming,1438,27
Cassie Patten,Bronze,female,swimming,1439,27
Cate Campbell,Bronze,female,swimming,1440,27
Christine Magnuson,Silver,female,swimming,1441,27
Christine Marshall,Bronze,female,swimming,1442,27
Dara Torres,Silver,female,swimming,1443,27
Elaine Breeden,Silver,female,swimming,1444,27
Emily Seebohm,Gold,female,swimming,1445,27
Emily Silver,Silver,female,swimming,1446,27
Federica Pellegrini,Gold,female,swimming,1447,27
Felicity Galvez,Gold,female,swimming,1448,27
Femke Heemskerk,Gold,female,swimming,1449,27
Hinkelien Schreuder,Gold,female,swimming,1450,27
Inge Dekker,Gold,female,swimming,1451,27
Jessicah Schipper,Bronze,female,swimming,1452,27
Jiao Liuyang,Silver,female,swimming,1453,27
Joanne Jackson,Bronze,female,swimming,1454,27
Julia Smit,Silver,female,swimming,1455,27
Kara Lynn Joyce,Silver,female,swimming,1456,27
Katie Hoff,Silver,female,swimming,1457,27
Keri-Anne Payne,Silver,female,swimming,1458,27
Kim Vandenberg,Bronze,female,swimming,1459,27
Kirsty Coventry,Silver,female,swimming,1460,27
Kylie Palmer,Gold,female,swimming,1461,27
Lacey Nymeyer,Silver,female,swimming,1462,27
Lara Davenport,Gold,female,swimming,1463,27
Larisa Ilchenko,Gold,female,swimming,1464,27
Leisel Jones,Gold,female,swimming,1465,27
Libby Trickett,Silver,female,swimming,1466,27
Linda Mackenzie,Gold,female,swimming,1467,27
Liu Zige,Gold,female,swimming,1468,27
Lotte Friis,Bronze,female,swimming,1469,27
Manon van Rooijen,Gold,female,swimming,1470,27
Margaret Hoelzer,Bronze,female,swimming,1471,27
Marleen Veldhuis,Gold,female,swimming,1472,27
Megan Jendrick,Silver,female,swimming,1473,27
Melanie Schlanger,Bronze,female,swimming,1474,27
Mirna Jukić,Bronze,female,swimming,1475,27
Natalie Coughlin,Bronze,female,swimming,1476,27
Pang Jiaying,Bronze,female,swimming,1477,27
Ranomi Kromowidjojo,Gold,female,swimming,1478,27
Rebecca Adlington,Gold,female,swimming,1479,27
Rebecca Soni,Silver,female,swimming,1480,27
Reiko Nakamura,Bronze,female,swimming,1481,27
Sara Isaković,Silver,female,swimming,1482,27
Sara Nordenstam,Bronze,female,swimming,1483,27
Shayne Reese,Bronze,female,swimming,1484,27
Stephanie Rice,Gold,female,swimming,1485,27
Sun Ye,Bronze,female,swimming,1486,27
Tan Miao,Silver,female,swimming,1487,27
Tang Jingzhi,Silver,female,swimming,1488,27
Tarnee White,Gold,female,swimming,1489,27
Xu Tianlongzi,Bronze,female,swimming,1490,27
Yang Yu,Silver,female,swimming,1491,27
Zhao Jing,Bronze,female,swimming,1492,27
Zhou Yafei,Bronze,female,swimming,1493,27
Zhu Qianwei,Silver,female,swimming,1494,27
Alba Cabello,Silver,female,synchronized swimming,1495,28
Anastasia Davydova,Gold,female,synchronized swimming,1496,28
Anastasiya Yermakova,Gold,female,synchronized swimming,1497,28
Andrea Fuentes,Silver,female,synchronized swimming,1498,28
Anna Shorina,Gold,female,synchronized swimming,1499,28
Elvira Khasyanova,Gold,female,synchronized swimming,1500,28
Emiko Suzuki,Bronze,female,synchronized swimming,1501,28
Gemma Mengual,Silver,female,synchronized swimming,1502,28
Gisela Morón,Silver,female,synchronized swimming,1503,28
Gu Beibei,Bronze,female,synchronized swimming,1504,28
Huang Xuechen,Bronze,female,synchronized swimming,1505,28
Irina Rodríguez,Silver,female,synchronized swimming,1506,28
Jiang Tingting,Bronze,female,synchronized swimming,1507,28
Jiang Wenwen,Bronze,female,synchronized swimming,1508,28
Laura López,Silver,female,synchronized swimming,1509,28
Liu Ou,Bronze,female,synchronized swimming,1510,28
Luo Xi,Bronze,female,synchronized swimming,1511,28
Mariya Gromova,Gold,female,synchronized swimming,1512,28
Natalia Ishchenko,Gold,female,synchronized swimming,1513,28
Olga Kuzhela,Gold,female,synchronized swimming,1514,28
Paola Tirados,Silver,female,synchronized swimming,1515,28
Raquel Corral,Silver,female,synchronized swimming,1516,28
Saho Harada,Bronze,female,synchronized swimming,1517,28
Sun Qiuting,Bronze,female,synchronized swimming,1518,28
Svetlana Romashina,Gold,female,synchronized swimming,1519,28
Thaïs Henríquez,Silver,female,synchronized swimming,1520,28
Wang Na,Bronze,female,synchronized swimming,1521,28
Yelena Ovchinnikova,Gold,female,synchronized swimming,1522,28
Zhang Xiaohuan,Bronze,female,synchronized swimming,1523,28
Christian Süß,Silver,male,table tennis,1524,29
Dimitrij Ovtcharov,Silver,male,table tennis,1525,29
Ma Lin,Gold,male,table tennis,1526,29
Oh Sang-eun,Bronze,male,table tennis,1527,29
Ryu Seung-min,Bronze,male,table tennis,1528,29
Timo Boll,Silver,male,table tennis,1529,29
Wang Hao,Silver,male,table tennis,1530,29
Wang Liqin,Bronze,male,table tennis,1531,29
Yoon Jae-Young,Bronze,male,table tennis,1532,29
Dang Ye-seo,Bronze,female,table tennis,1533,29
Feng Tianwei,Silver,female,table tennis,1534,29
Guo Yue,Bronze,female,table tennis,1535,29
Kim Kyungah,Bronze,female,table tennis,1536,29
Li Jiawei,Silver,female,table tennis,1537,29
Park Mi-Young,Bronze,female,table tennis,1538,29
Wang Nan,Silver,female,table tennis,1539,29
Wang Yuegu,Silver,female,table tennis,1540,29
Zhang Yining,Gold,female,table tennis,1541,29
Alexandros Nikolaidis,Silver,male,taekwondo,1542,30
Arman Chilmanov,Bronze,male,taekwondo,1543,30
Cha Dong-Min,Gold,male,taekwondo,1544,30
Chika Chukwumerije,Bronze,male,taekwondo,1545,30
Chu Mu-yen,Bronze,male,taekwondo,1546,30
Gabriel Mercedes,Silver,male,taekwondo,1547,30
Guillermo Pérez,Gold,male,taekwondo,1548,30
Hadi Saei,Gold,male,taekwondo,1549,30
Mark López,Silver,male,taekwondo,1550,30
Mauro Sarmiento,Silver,male,taekwondo,1551,30
Rohullah Nikpai,Bronze,male,taekwondo,1552,30
Servet Tazegül,Bronze,male,taekwondo,1553,30
Son Tae-jin,Gold,male,taekwondo,1554,30
Steven López,Bronze,male,taekwondo,1555,30
Sung Yu-chi,Bronze,male,taekwondo,1556,30
Zhu Guo,Bronze,male,taekwondo,1557,30
Azize Tanrıkulu,Silver,female,taekwondo,1558,30
Buttree Puedpong,Silver,female,taekwondo,1559,30
Dalia Contreras,Bronze,female,taekwondo,1560,30
Daynellis Montejo,Bronze,female,taekwondo,1561,30
Diana López,Bronze,female,taekwondo,1562,30
Gwladys Épangue,Bronze,female,taekwondo,1563,30
Hwang Kyung-Seon,Gold,female,taekwondo,1564,30
Karine Sergerie,Silver,female,taekwondo,1565,30
Lim Su-jeong,Gold,female,taekwondo,1566,30
Martina Zubčić,Bronze,female,taekwondo,1567,30
María Espinoza,Gold,female,taekwondo,1568,30
Natália Falavigna,Bronze,female,taekwondo,1569,30
Nina Solheim,Silver,female,taekwondo,1570,30
Sandra Šarić,Bronze,female,taekwondo,1571,30
Sarah Stevenson,Bronze,female,taekwondo,1572,30
Wu Jingyu,Gold,female,taekwondo,1573,30
Bob Bryan,Bronze,male,tennis,1574,31
Fernando González,Silver,male,tennis,1575,31
Mike Bryan,Bronze,male,tennis,1576,31
Novak Djokovic,Bronze,male,tennis,1577,31
Rafael Nadal,Gold,male,tennis,1578,31
Roger Federer,Gold,male,tennis,1579,31
Simon Aspelin,Silver,male,tennis,1580,31
Stan Wawrinka,Gold,male,tennis,1581,31
Thomas Johansson,Silver,male,tennis,1582,31
Anabel Medina Garrigues,Silver,female,tennis,1583,31
Dinara Safina,Silver,female,tennis,1584,31
Elena Dementieva,Gold,female,tennis,1585,31
Serena Williams,Gold,female,tennis,1586,31
Venus Williams,Gold,female,tennis,1587,31
Vera Zvonareva,Bronze,female,tennis,1588,31
Virginia Ruano Pascual,Silver,female,tennis,1589,31
Yan Zi,Bronze,female,tennis,1590,31
Zheng Jie,Bronze,female,tennis,1591,31
Bevan Docherty,Bronze,male,triathlon,1592,32
Jan Frodeno,Gold,male,triathlon,1593,32
Simon Whitfield,Silver,male,triathlon,1594,32
Emma Moffatt,Bronze,female,triathlon,1595,32
Emma Snowsill,Gold,female,triathlon,1596,32
Vanessa Fernandes,Silver,female,triathlon,1597,32
Emanuel Rego,Bronze,male,beach volleyball,1598,33
Fábio Luiz Magalhães,Silver,male,beach volleyball,1599,33
Márcio Araújo,Silver,male,beach volleyball,1600,33
Phil Dalhausser,Gold,male,beach volleyball,1601,33
Ricardo Santos,Bronze,male,beach volleyball,1602,33
Todd Rogers,Gold,male,beach volleyball,1603,33
Kerri Walsh Jennings,Gold,female,beach volleyball,1604,33
Misty May-Treanor,Gold,female,beach volleyball,1605,33
Tian Jia,Silver,female,beach volleyball,1606,33
Wang Jie,Silver,female,beach volleyball,1607,33
Xue Chen,Bronze,female,beach volleyball,1608,33
Zhang Xi,Bronze,female,beach volleyball,1609,33
Aleksandr Korneev,Bronze,male,volleyball,1610,34
Aleksandr Kosarev,Bronze,male,volleyball,1611,34
Aleksandr Volkov,Bronze,male,volleyball,1612,34
Aleksey Kuleshov,Bronze,male,volleyball,1613,34
Aleksey Ostapenko,Bronze,male,volleyball,1614,34
Aleksey Verbov,Bronze,male,volleyball,1615,34
Anderson Rodrigues,Silver,male,volleyball,1616,34
André Heller,Silver,male,volleyball,1617,34
André Nascimento,Silver,male,volleyball,1618,34
Bruno Rezende,Silver,male,volleyball,1619,34
Clayton Stanley,Gold,male,volleyball,1620,34
Dante Amaral,Silver,male,volleyball,1621,34
David Lee,Gold,male,volleyball,1622,34
Gabriel Gardner,Gold,male,volleyball,1623,34
Giba,Silver,male,volleyball,1624,34
Gustavo Endres,Silver,male,volleyball,1625,34
Kevin Hansen,Gold,male,volleyball,1626,34
Lloy Ball,Gold,male,volleyball,1627,34
Marcelo Elgarten,Silver,male,volleyball,1628,34
Maxim Mikhaylov,Bronze,male,volleyball,1629,34
Murilo Endres,Silver,male,volleyball,1630,34
Reid Priddy,Gold,male,volleyball,1631,34
Richard Lambourne,Gold,male,volleyball,1632,34
Riley Salmon,Gold,male,volleyball,1633,34
Rodrigão,Silver,male,volleyball,1634,34
Ryan Millar,Gold,male,volleyball,1635,34
Samuel Fuchs,Silver,male,volleyball,1636,34
Scott Touzinsky,Gold,male,volleyball,1637,34
Sean Rooney,Gold,male,volleyball,1638,34
Semyon Poltavskiy,Bronze,male,volleyball,1639,34
Sergey Grankin,Bronze,male,volleyball,1640,34
Sergey Tetyukhin,Bronze,male,volleyball,1641,34
Sérgio Santos,Silver,male,volleyball,1642,34
Thomas Hoff,Gold,male,volleyball,1643,34
Vadim Khamuttskikh,Bronze,male,volleyball,1644,34
Yury Berezhko,Bronze,male,volleyball,1645,34
Carolina Albuquerque,Gold,female,volleyball,1646,34
Danielle Scott-Arruda,Silver,female,volleyball,1647,34
Fabiana Claudino,Gold,female,volleyball,1648,34
Fabiana de Oliveira,Gold,female,volleyball,1649,34
Feng Kun,Bronze,female,volleyball,1650,34
Fofão,Gold,female,volleyball,1651,34
Heather Bown,Silver,female,volleyball,1652,34
Jaqueline Carvalho,Gold,female,volleyball,1653,34
Jennifer Joines,Silver,female,volleyball,1654,34
Kim Glass,Silver,female,volleyball,1655,34
Kim Willoughby,Silver,female,volleyball,1656,34
Li Juan,Bronze,female,volleyball,1657,34
Lindsey Berg,Silver,female,volleyball,1658,34
Liu Yanan,Bronze,female,volleyball,1659,34
Logan Tom,Silver,female,volleyball,1660,34
Ma Yunwen,Bronze,female,volleyball,1661,34
Marianne Steinbrecher,Gold,female,volleyball,1662,34
Nicole Davis,Silver,female,volleyball,1663,34
Ogonna Nnamani,Silver,female,volleyball,1664,34
Paula Pequeno,Gold,female,volleyball,1665,34
Robyn Ah Mow-Santos,Silver,female,volleyball,1666,34
Sheilla Castro,Gold,female,volleyball,1667,34
Stacy Sykora,Silver,female,volleyball,1668,34
Tayyiba Haneef-Park,Silver,female,volleyball,1669,34
Thaísa Menezes,Gold,female,volleyball,1670,34
Valeska Menezes,Gold,female,volleyball,1671,34
Walewska Oliveira,Gold,female,volleyball,1672,34
Wang Yimei,Bronze,female,volleyball,1673,34
Wei Qiuyue,Bronze,female,volleyball,1674,34
Welissa Gonzaga,Gold,female,volleyball,1675,34
Xu Yunli,Bronze,female,volleyball,1676,34
Xue Ming,Bronze,female,volleyball,1677,34
Yang Hao,Bronze,female,volleyball,1678,34
Zhang Na,Bronze,female,volleyball,1679,34
Zhao Ruirui,Bronze,female,volleyball,1680,34
Zhou Suhong,Bronze,female,volleyball,1681,34
Adam Wright,Silver,male,water polo,1682,35
Aleksandar Ćirić,Bronze,male,water polo,1683,35
Aleksandar Šapić,Bronze,male,water polo,1684,35
Andrija Prlainović,Bronze,male,water polo,1685,35
Brandon Brooks,Silver,male,water polo,1686,35
Branko Peković,Bronze,male,water polo,1687,35
Dejan Savić,Bronze,male,water polo,1688,35
Denis Šefik,Bronze,male,water polo,1689,35
Duško Pijetlović,Bronze,male,water polo,1690,35
Dániel Varga,Gold,male,water polo,1691,35
Dénes Varga,Gold,male,water polo,1692,35
Filip Filipović,Bronze,male,water polo,1693,35
Gergely Kiss,Gold,male,water polo,1694,35
Gábor Kis,Gold,male,water polo,1695,35
István Gergely,Gold,male,water polo,1696,35
J. W. Krumpholz,Silver,male,water polo,1697,35
Jeff Powers,Silver,male,water polo,1698,35
Jesse Smith,Silver,male,water polo,1699,35
Layne Beaubien,Silver,male,water polo,1700,35
Merrill Moses,Silver,male,water polo,1701,35
Nikola Rađen,Bronze,male,water polo,1702,35
Norbert Hosnyánszky,Gold,male,water polo,1703,35
Norbert Madaras,Gold,male,water polo,1704,35
Peter Hudnut,Silver,male,water polo,1705,35
Peter Varellas,Silver,male,water polo,1706,35
Péter Biros,Gold,male,water polo,1707,35
Rick Merlo,Silver,male,water polo,1708,35
Ryan Bailey,Silver,male,water polo,1709,35
Slobodan Soro,Bronze,male,water polo,1710,35
Tamás Kásás,Gold,male,water polo,1711,35
Tamás Molnár,Gold,male,water polo,1712,35
Tamás Varga,Gold,male,water polo,1713,35
Tibor Benedek,Gold,male,water polo,1714,35
Tim Hutten,Silver,male,water polo,1715,35
Tony Azevedo,Silver,male,water polo,1716,35
Vanja Udovičić,Bronze,male,water polo,1717,35
Vladimir Vujasinović,Bronze,male,water polo,1718,35
Zoltán Szécsi,Gold,male,water polo,1719,35
Živko Gocić,Bronze,male,water polo,1720,35
Alette Sijbring,Gold,female,water polo,1721,35
Alicia McCormack,Bronze,female,water polo,1722,35
Alison Gregorka,Silver,female,water polo,1723,35
Amy Hetzel,Bronze,female,water polo,1724,35
Biurakn Hakhverdian,Gold,female,water polo,1725,35
Brenda Villa,Silver,female,water polo,1726,35
Brittany Hayes,Silver,female,water polo,1727,35
Bronwen Knox,Bronze,female,water polo,1728,35
Daniëlle de Bruijn,Gold,female,water polo,1729,35
Elizabeth Armstrong,Silver,female,water polo,1730,35
Elsie Windes,Silver,female,water polo,1731,35
Emma Knox,Bronze,female,water polo,1732,35
Gemma Beadsworth,Bronze,female,water polo,1733,35
Gillian van den Berg,Gold,female,water polo,1734,35
Heather Petri,Silver,female,water polo,1735,35
Iefke van Belkum,Gold,female,water polo,1736,35
Ilse van der Meijden,Gold,female,water polo,1737,35
Jaime Komer,Silver,female,water polo,1738,35
Jenna Santoromito,Bronze,female,water polo,1739,35
Jessica Steffens,Silver,female,water polo,1740,35
Kami Craig,Silver,female,water polo,1741,35
Kate Gynther,Bronze,female,water polo,1742,35
Lauren Wenger,Silver,female,water polo,1743,35
Marieke van den Ham,Gold,female,water polo,1744,35
Meike de Nooy,Gold,female,water polo,1745,35
Melissa Rippon,Bronze,female,water polo,1746,35
Mia Santoromito,Bronze,female,water polo,1747,35
Mieke Cabout,Gold,female,water polo,1748,35
Moriah van Norman,Silver,female,water polo,1749,35
Natalie Golda,Silver,female,water polo,1750,35
Nikita Cuffe,Bronze,female,water polo,1751,35
Noeki Klein,Gold,female,water polo,1752,35
Patty Cardenas,Silver,female,water polo,1753,35
Rebecca Rippon,Bronze,female,water polo,1754,35
Rianne Guichelaar,Gold,female,water polo,1755,35
Simone Koot,Gold,female,water polo,1756,35
Suzie Fraser,Bronze,female,water polo,1757,35
Taniele Gofers,Bronze,female,water polo,1758,35
Yasemin Smit,Gold,female,water polo,1759,35
Andrei Aramnau,Gold,male,weightlifting,1760,36
Arsen Kasabiev,Silver,male,weightlifting,1761,36
Diego Salazar,Silver,male,weightlifting,1762,36
Dmitry Klokov,Silver,male,weightlifting,1763,36
Eko Irawan,Bronze,male,weightlifting,1764,36
Evgeny Chigishev,Silver,male,weightlifting,1765,36
Gevorg Davtyan,Bronze,male,weightlifting,1766,36
Hoang Anh Tuan,Silver,male,weightlifting,1767,36
Jadier Valladares,Bronze,male,weightlifting,1768,36
Li Hongli,Silver,male,weightlifting,1769,36
Liao Hui,Gold,male,weightlifting,1770,36
Long Qingquan,Gold,male,weightlifting,1771,36
Lu Yong,Gold,male,weightlifting,1772,36
Marcin Dołęga,Bronze,male,weightlifting,1773,36
Matthias Steiner,Gold,male,weightlifting,1774,36
Sa Jae-Hyouk,Gold,male,weightlifting,1775,36
Szymon Kołecki,Gold,male,weightlifting,1776,36
Tigran Vardan Martirosyan,Silver,male,weightlifting,1777,36
Triyatno,Bronze,male,weightlifting,1778,36
Vencelas Dabaya,Silver,male,weightlifting,1779,36
Viktors Ščerbatihs,Bronze,male,weightlifting,1780,36
Yoandry Hernández,Bronze,male,weightlifting,1781,36
Yordanis Borrero,Bronze,male,weightlifting,1782,36
Zhang Xiangxiang,Gold,male,weightlifting,1783,36
Abeer Abdelrahman,Bronze,female,weightlifting,1784,36
Alla Vazhenina,Gold,female,weightlifting,1785,36
Chen Wei-ling,Gold,female,weightlifting,1786,36
Chen Yanqing,Gold,female,weightlifting,1787,36
Christine Girard,Bronze,female,weightlifting,1788,36
Damaris Gabriela Aguirre Aldaz,Bronze,female,weightlifting,1789,36
Ele Opeloge,Silver,female,weightlifting,1790,36
Im Jyoung-Hwa,Silver,female,weightlifting,1791,36
Jang Mi-ran,Gold,female,weightlifting,1792,36
Leydi Solís,Silver,female,weightlifting,1793,36
Lu Ying-chi,Silver,female,weightlifting,1794,36
Lydia Valentín,Silver,female,weightlifting,1795,36
Mariam Usman,Bronze,female,weightlifting,1796,36
O Jong-ae,Silver,female,weightlifting,1797,36
Oksana Slivenko,Gold,female,weightlifting,1798,36
Pak Hyon-suk,Gold,female,weightlifting,1799,36
Pensiri Laosirikul,Bronze,female,weightlifting,1800,36
Prapawadee Jaroenrattanatarakoon,Gold,female,weightlifting,1801,36
Raema Lisa Rumbewas,Bronze,female,weightlifting,1802,36
Wandee Kameaim,Bronze,female,weightlifting,1803,36
Yoon Jin-Hee,Silver,female,weightlifting,1804,36
Andriy Stadnik,Silver,male,freestyle wrestling,1805,37
Bakhtiyar Akhmedov,Gold,male,freestyle wrestling,1806,37
Bazar Bazarguruev,Bronze,male,freestyle wrestling,1807,37
Besik Kudukhov,Bronze,male,freestyle wrestling,1808,37
Buvaisar Saitiev,Gold,male,freestyle wrestling,1809,37
David Musuľbes,Silver,male,freestyle wrestling,1810,37
Disney Rodríguez,Bronze,male,freestyle wrestling,1811,37
Georgy Ketoyev,Bronze,male,freestyle wrestling,1812,37
Gheorghiță Ștefan,Bronze,male,freestyle wrestling,1813,37
Giorgi Gogshelidze,Silver,male,freestyle wrestling,1814,37
Henry Cejudo,Gold,male,freestyle wrestling,1815,37
Kenichi Yumoto,Silver,male,freestyle wrestling,1816,37
Khetag Gazyumov,Bronze,male,freestyle wrestling,1817,37
Kiril Terziev,Bronze,male,freestyle wrestling,1818,37
Marid Mutalimov,Bronze,male,freestyle wrestling,1819,37
Mavlet Batirov,Gold,male,freestyle wrestling,1820,37
Michel Batista Martínez,Bronze,male,freestyle wrestling,1821,37
Morad Mohammadi,Bronze,male,freestyle wrestling,1822,37
Murad Gaidarov,Silver,male,freestyle wrestling,1823,37
Otar Tushishvili,Bronze,male,freestyle wrestling,1824,37
Radoslav Velikov,Bronze,male,freestyle wrestling,1825,37
Ramazan Şahin,Gold,male,freestyle wrestling,1826,37
Revaz Mindorashvili,Gold,male,freestyle wrestling,1827,37
Shirvani Muradov,Gold,male,freestyle wrestling,1828,37
Sushil Kumar,Bronze,male,freestyle wrestling,1829,37
Taras Danko,Bronze,male,freestyle wrestling,1830,37
Tomohiro Matsunaga,Silver,male,freestyle wrestling,1831,37
Yusup Abdusalomov,Silver,male,freestyle wrestling,1832,37
Agnieszka Wieszczek-Kordus,Bronze,female,freestyle wrestling,1833,37
Alena Kartashova,Silver,female,freestyle wrestling,1834,37
Carol Huynh,Gold,female,freestyle wrestling,1835,37
Chiharu Icho,Silver,female,freestyle wrestling,1836,37
Iryna Merleni,Bronze,female,freestyle wrestling,1837,37
Jackeline Rentería,Bronze,female,freestyle wrestling,1838,37
Kaori Icho,Gold,female,freestyle wrestling,1839,37
Kyoko Hamaguchi,Bronze,female,freestyle wrestling,1840,37
Mariya Stadnik,Bronze,female,freestyle wrestling,1841,37
Randi Miller,Bronze,female,freestyle wrestling,1842,37
Saori Yoshida,Gold,female,freestyle wrestling,1843,37
Stanka Zlateva,Silver,female,freestyle wrestling,1844,37
Tonya Verbeek,Bronze,female,freestyle wrestling,1845,37
Wang Jiao,Gold,female,freestyle wrestling,1846,37
Xu Li,Silver,female,freestyle wrestling,1847,37
Yelena Shalygina,Bronze,female,freestyle wrestling,1848,37
Adam Wheeler,Bronze,male,greco-roman wrestling,1849,38
Andrea Minguzzi,Gold,male,greco-roman wrestling,1850,38
Armen Vardanyan,Bronze,male,greco-roman wrestling,1851,38
Aslanbek Khushtov,Gold,male,greco-roman wrestling,1852,38
Chang Yongxiang,Silver,male,greco-roman wrestling,1853,38
Christophe Guénot,Bronze,male,greco-roman wrestling,1854,38
Islambek Albiev,Gold,male,greco-roman wrestling,1855,38
Kanatbek Begaliev,Silver,male,greco-roman wrestling,1856,38
Manuchar Kvirkvelia,Gold,male,greco-roman wrestling,1857,38
Marek Švec,Bronze,male,greco-roman wrestling,1858,38
Mijaín López,Gold,male,greco-roman wrestling,1859,38
Mikhail Siamionau,Bronze,male,greco-roman wrestling,1860,38
Mindaugas Mizgaitis,Silver,male,greco-roman wrestling,1861,38
Mirko Englich,Silver,male,greco-roman wrestling,1862,38
Nazmi Avluca,Bronze,male,greco-roman wrestling,1863,38
Nazyr Mankiev,Gold,male,greco-roman wrestling,1864,38
Nurbakyt Tengizbayev,Silver,male,greco-roman wrestling,1865,38
Park Eun-Chul,Bronze,male,greco-roman wrestling,1866,38
Roman Amoyan,Bronze,male,greco-roman wrestling,1867,38
Rovshan Bayramov,Silver,male,greco-roman wrestling,1868,38
Ruslan Tumenbaev,Bronze,male,greco-roman wrestling,1869,38
Sheng Jiang,Bronze,male,greco-roman wrestling,1870,38
Steeve Guénot,Gold,male,greco-roman wrestling,1871,38
Yannick Szczepaniak,Bronze,male,greco-roman wrestling,1872,38
Yavor Yanakiev,Bronze,male,greco-roman wrestling,1873,38
Yury Patrikeyev,Bronze,male,greco-roman wrestling,1874,38
Zoltán Fodor,Silver,male,greco-roman wrestling,1875,38
